survey_answer_key,survey_question_key,encounter_key,provider_durable_key,numeric_response,is_answered,source_top_box_flag,valid_flag
503594,ACCESS_Q2,120451,50066,5,1,1,1
503595,ACCESS_Q2,128572,50036,5,1,1,1
503596,ACCESS_Q1,128048,50045,5,1,1,1
503597,ACCESS_Q3,139504,50065,4,1,0,1
503598,ACCESS_Q1,125335,50008,4,1,0,1
503599,ACCESS_Q2,116165,50052,5,1,1,1
503600,ACCESS_Q1,119138,50080,5,1,1,1
503601,ACCESS_Q2,144094,50028,4,1,0,1
503602,ACCESS_Q3,132937,50065,4,1,0,1
503603,ACCESS_Q3,133369,50056,4,1,0,1
503604,ACCESS_Q3,128939,50045,5,1,1,1
503605,ACCESS_Q4,124479,50056,5,1,1,1
503606,OTHER_Q1,133039,50056,5,1,1,1
503607,ACCESS_Q2,138895,50070,5,1,1,1
503608,ACCESS_Q1,124811,50045,4,1,0,1
503609,ACCESS_Q2,117089,50068,4,1,0,1
503610,ACCESS_Q1,140838,50018,5,1,1,1
503611,ACCESS_Q3,144675,50052,5,1,1,1
503612,ACCESS_Q4,131427,50001,5,1,1,1
503613,ACCESS_Q4,127950,50032,5,1,1,1
503614,ACCESS_Q2,133879,50067,4,1,0,1
503615,ACCESS_Q3,121610,50014,4,1,0,1
503616,ACCESS_Q1,137934,50077,4,1,0,1
503617,ACCESS_Q4,129385,50078,5,1,1,1
503618,ACCESS_Q1,133024,50044,4,1,0,1
503619,OTHER_Q1,117989,50018,5,1,1,1
503620,OTHER_Q1,115784,50009,4,1,0,1
503621,ACCESS_Q2,138292,50040,5,1,1,1
503622,ACCESS_Q4,119116,50015,5,1,1,1
503623,ACCESS_Q4,135579,50032,5,1,1,1
503624,ACCESS_Q4,126093,50034,4,1,0,1
503625,ACCESS_Q2,137768,50020,5,1,1,1
503626,ACCESS_Q2,131514,50034,5,1,1,1
503627,OTHER_Q1,131087,50034,5,1,1,1
503628,ACCESS_Q3,116185,50030,5,1,1,1
503629,ACCESS_Q2,123602,50034,5,1,1,1
503630,ACCESS_Q2,119257,50079,5,1,1,1
503631,ACCESS_Q3,123241,50041,5,1,1,1
503632,OTHER_Q1,132319,50059,5,1,1,1
503633,ACCESS_Q1,128877,50004,4,1,0,1
503634,ACCESS_Q2,115019,50069,4,1,0,1
503635,ACCESS_Q2,130616,50056,4,1,0,1
503636,ACCESS_Q1,137711,50021,4,1,0,1
503637,ACCESS_Q4,115834,50040,4,1,0,1
503638,ACCESS_Q1,121915,50059,5,1,1,1
503639,ACCESS_Q2,119594,50041,4,1,0,1
503640,ACCESS_Q3,127115,50041,5,1,1,1
503641,ACCESS_Q1,116029,50009,4,1,0,1
503642,ACCESS_Q2,135356,50016,5,1,1,1
503643,ACCESS_Q1,141034,50078,5,1,1,1
503644,ACCESS_Q2,128543,50013,4,1,0,1
503645,ACCESS_Q4,140667,50033,5,1,1,1
503646,ACCESS_Q3,119897,50013,5,1,1,1
503647,ACCESS_Q3,142865,50041,5,1,1,1
503648,ACCESS_Q1,115086,50073,1,1,0,1
503649,ACCESS_Q4,119042,50048,5,1,1,1
503650,ACCESS_Q1,129385,50078,5,1,1,1
503651,ACCESS_Q3,140902,50008,5,1,1,1
503652,ACCESS_Q3,141772,50077,5,1,1,1
503653,ACCESS_Q1,124828,50063,4,1,0,1
503654,ACCESS_Q2,116569,50032,5,1,1,1
503655,ACCESS_Q3,117298,50074,3,1,0,1
503656,ACCESS_Q3,143203,50007,5,1,1,1
503657,ACCESS_Q4,117592,50005,5,1,1,1
503658,ACCESS_Q3,130093,50002,4,1,0,1
503659,ACCESS_Q4,130106,50010,5,1,1,1
503660,ACCESS_Q2,134821,50045,5,1,1,1
503661,ACCESS_Q1,137231,50056,2,1,0,1
503662,ACCESS_Q1,143756,50045,5,1,1,1
503663,ACCESS_Q1,120649,50066,4,1,0,1
503664,ACCESS_Q4,141529,50080,5,1,1,1
503665,ACCESS_Q1,117965,50023,5,1,1,1
503666,ACCESS_Q2,125011,50029,3,1,0,1
503667,ACCESS_Q4,124781,50057,5,1,1,1
503668,ACCESS_Q1,113880,50040,4,1,0,1
503669,ACCESS_Q1,130035,50071,5,1,1,1
503670,ACCESS_Q1,130983,50032,5,1,1,1
503671,ACCESS_Q2,128232,50026,5,1,1,1
503672,ACCESS_Q3,144884,50055,5,1,1,1
503673,ACCESS_Q2,141841,50069,5,1,1,1
503674,ACCESS_Q3,142737,50010,5,1,1,1
503675,ACCESS_Q3,125160,50017,3,1,0,1
503676,ACCESS_Q2,126086,50032,5,1,1,1
503677,ACCESS_Q4,117396,50072,5,1,1,1
503678,ACCESS_Q1,120003,50059,1,1,0,1
503679,OTHER_Q1,136744,50008,5,1,1,1
503680,ACCESS_Q3,126699,50041,5,1,1,1
503681,ACCESS_Q3,131053,50041,5,1,1,1
503682,ACCESS_Q3,123330,50045,2,1,0,1
503683,ACCESS_Q4,143777,50068,4,1,0,1
503684,ACCESS_Q2,114529,50010,5,1,1,1
503685,ACCESS_Q3,135823,50005,5,1,1,1
503686,ACCESS_Q3,119099,50051,4,1,0,1
503687,ACCESS_Q2,127434,50068,5,1,1,1
503688,ACCESS_Q3,125172,50040,5,1,1,1
503689,ACCESS_Q4,131257,50036,5,1,1,1
503690,ACCESS_Q3,130069,50043,3,1,0,1
503691,ACCESS_Q4,124264,50041,3,1,0,1
503692,ACCESS_Q4,139013,50042,5,1,1,1
503693,ACCESS_Q3,130050,50032,3,1,0,1
503694,ACCESS_Q2,143417,50057,5,1,1,1
503695,ACCESS_Q3,119475,50032,5,1,1,1
503696,OTHER_Q1,142860,50056,5,1,1,1
503697,ACCESS_Q4,120262,50039,5,1,1,1
503698,ACCESS_Q1,139788,50039,5,1,1,1
503699,ACCESS_Q1,124726,50049,4,1,0,1
503700,ACCESS_Q2,115175,50069,3,1,0,1
503701,ACCESS_Q4,114836,50001,5,1,1,1
503702,ACCESS_Q3,115657,50023,3,1,0,1
503703,OTHER_Q1,131526,50034,5,1,1,1
503704,ACCESS_Q4,133200,50036,4,1,0,1
503705,ACCESS_Q4,139057,50054,5,1,1,1
503706,ACCESS_Q2,141392,50032,5,1,1,1
503707,ACCESS_Q4,123524,50039,3,1,0,1
503708,ACCESS_Q3,127264,50026,5,1,1,1
503709,ACCESS_Q1,130190,50002,5,1,1,1
503710,ACCESS_Q1,115025,50045,5,1,1,1
503711,ACCESS_Q3,135627,50045,3,1,0,1
503712,OTHER_Q1,124034,50058,4,1,0,1
503713,ACCESS_Q1,126454,50072,5,1,1,1
503714,ACCESS_Q4,141030,50036,4,1,0,1
503715,ACCESS_Q4,126491,50077,5,1,1,1
503716,ACCESS_Q1,115289,50058,5,1,1,1
503717,ACCESS_Q4,131049,50011,5,1,1,1
503718,ACCESS_Q2,144453,50034,5,1,1,1
503719,ACCESS_Q2,143748,50069,5,1,1,1
503720,ACCESS_Q2,132400,50003,5,1,1,1
503721,ACCESS_Q1,138980,50023,3,1,0,1
503722,ACCESS_Q2,115739,50077,5,1,1,1
503723,ACCESS_Q2,144260,50015,4,1,0,1
503724,ACCESS_Q1,132515,50009,5,1,1,1
503725,ACCESS_Q3,132561,50048,5,1,1,1
503726,ACCESS_Q1,138656,50077,2,1,0,1
503727,ACCESS_Q3,130236,50063,5,1,1,1
503728,ACCESS_Q2,128478,50006,5,1,1,1
503729,ACCESS_Q1,126895,50042,5,1,1,1
503730,ACCESS_Q4,117477,50078,4,1,0,1
503731,ACCESS_Q2,123034,50009,5,1,1,1
503732,ACCESS_Q2,136014,50056,5,1,1,1
503733,ACCESS_Q1,139081,50029,5,1,1,1
503734,ACCESS_Q2,144274,50054,5,1,1,1
503735,ACCESS_Q1,122335,50032,5,1,1,1
503736,ACCESS_Q2,116103,50052,5,1,1,1
503737,ACCESS_Q4,128088,50043,5,1,1,1
503738,ACCESS_Q1,135458,50007,5,1,1,1
503739,ACCESS_Q2,127936,50045,4,1,0,1
503740,ACCESS_Q3,142278,50022,5,1,1,1
503741,ACCESS_Q3,124083,50043,5,1,1,1
503742,ACCESS_Q1,120403,50028,4,1,0,1
503743,ACCESS_Q1,144706,50027,5,1,1,1
503744,ACCESS_Q1,116763,50078,5,1,1,1
503745,OTHER_Q1,134310,50078,5,1,1,1
503746,ACCESS_Q2,138576,50018,5,1,1,1
503747,ACCESS_Q2,132290,50068,5,1,1,0
503748,ACCESS_Q3,133000,50026,5,1,1,1
503749,ACCESS_Q1,137290,50033,5,1,1,1
503750,ACCESS_Q3,142568,50026,5,1,1,1
503751,OTHER_Q1,131839,50069,4,1,0,1
503752,ACCESS_Q4,139128,50004,4,1,0,1
503753,ACCESS_Q2,119023,50054,5,1,1,1
503754,ACCESS_Q1,130376,50036,5,1,1,1
503755,OTHER_Q1,143258,50016,1,1,0,1
503756,ACCESS_Q4,144050,50029,5,1,1,1
503757,ACCESS_Q4,122005,50033,3,1,0,1
503758,ACCESS_Q3,136442,50052,3,1,0,1
503759,ACCESS_Q3,124201,50077,3,1,0,1
503760,ACCESS_Q3,116102,50010,5,1,1,1
503761,ACCESS_Q3,129439,50041,5,1,1,1
503762,ACCESS_Q3,139285,50037,4,1,0,1
503763,ACCESS_Q1,136794,50011,5,1,1,1
503764,ACCESS_Q2,124601,50029,4,1,0,1
503765,ACCESS_Q4,129947,50056,5,1,1,0
503766,ACCESS_Q1,140207,50018,5,1,1,1
503767,ACCESS_Q1,133721,50056,5,1,1,1
503768,ACCESS_Q1,143315,50002,5,1,1,1
503769,ACCESS_Q2,129084,50066,4,1,0,1
503770,ACCESS_Q3,137852,50071,5,1,1,1
503771,OTHER_Q1,119111,50063,4,1,0,1
503772,ACCESS_Q1,133368,50012,5,1,1,1
503773,ACCESS_Q2,143318,50001,5,1,1,1
503774,ACCESS_Q2,116845,50041,5,1,1,1
503775,ACCESS_Q1,117390,50074,5,1,1,1
503776,ACCESS_Q1,124857,50004,5,1,1,1
503777,ACCESS_Q3,124059,50053,3,1,0,1
503778,ACCESS_Q3,141438,50057,5,1,1,1
503779,ACCESS_Q2,127499,50048,5,1,1,1
503780,ACCESS_Q3,131075,50057,4,1,0,1
503781,ACCESS_Q1,128145,50078,4,1,0,1
503782,ACCESS_Q4,121537,50069,4,1,0,1
503783,OTHER_Q1,118289,50045,5,1,1,1
503784,ACCESS_Q2,121742,50026,5,1,1,1
503785,ACCESS_Q1,121716,50068,5,1,1,1
503786,ACCESS_Q1,115625,50077,3,1,0,1
503787,ACCESS_Q1,127981,50078,2,1,0,1
503788,ACCESS_Q1,143662,50051,4,1,0,1
503789,ACCESS_Q3,126841,50043,5,1,1,1
503790,ACCESS_Q4,137258,50011,4,1,0,1
503791,ACCESS_Q1,129267,50062,5,1,1,1
503792,ACCESS_Q2,115437,50009,5,1,1,1
503793,ACCESS_Q4,123073,50036,1,1,0,1
503794,ACCESS_Q3,118719,50053,5,1,1,1
503795,ACCESS_Q4,141043,50032,3,1,0,1
503796,ACCESS_Q3,123563,50056,4,1,0,1
503797,ACCESS_Q1,123441,50065,5,1,1,1
503798,ACCESS_Q1,119004,50017,5,1,1,1
503799,ACCESS_Q4,113884,50078,5,1,1,1
503800,ACCESS_Q2,115980,50068,3,1,0,1
503801,ACCESS_Q2,133681,50022,5,1,1,1
503802,ACCESS_Q1,122467,50066,5,1,1,1
503803,ACCESS_Q2,131021,50045,5,1,1,1
503804,ACCESS_Q1,131295,50079,5,1,1,1
503805,ACCESS_Q2,142053,50058,5,1,1,1
503806,ACCESS_Q4,141835,50045,5,1,1,1
503807,ACCESS_Q2,116020,50045,4,1,0,1
503808,ACCESS_Q2,123839,50036,5,1,1,1
503809,ACCESS_Q1,121902,50023,5,1,1,1
503810,ACCESS_Q4,113989,50066,2,1,0,1
503811,ACCESS_Q1,130971,50054,5,1,1,1
503812,ACCESS_Q3,136065,50050,5,1,1,1
503813,ACCESS_Q2,123038,50062,3,1,0,1
503814,ACCESS_Q4,144514,50069,5,1,1,1
503815,ACCESS_Q3,119353,50021,5,1,1,1
503816,ACCESS_Q2,140301,50018,5,1,1,1
503817,ACCESS_Q2,144320,50019,5,1,1,1
503818,OTHER_Q1,116649,50014,5,1,1,1
503819,ACCESS_Q3,122023,50045,5,1,1,1
503820,ACCESS_Q1,132687,50001,5,1,1,1
503821,OTHER_Q1,131264,50049,5,1,1,1
503822,ACCESS_Q3,119566,50021,4,1,0,1
503823,ACCESS_Q2,129898,50010,5,1,1,1
503824,ACCESS_Q3,128537,50034,5,1,1,1
503825,ACCESS_Q3,131079,50043,5,1,1,1
503826,ACCESS_Q4,118006,50023,3,1,0,1
503827,ACCESS_Q2,144688,50066,5,1,1,1
503828,ACCESS_Q1,141723,50041,5,1,1,1
503829,ACCESS_Q3,140004,50007,4,1,0,1
503830,ACCESS_Q1,128295,50028,4,1,0,1
503831,ACCESS_Q2,131061,50045,5,1,1,1
503832,ACCESS_Q1,121933,50063,5,1,1,1
503833,ACCESS_Q1,129568,50069,5,1,1,1
503834,ACCESS_Q1,115177,50015,5,1,1,1
503835,ACCESS_Q2,135981,50078,5,1,1,1
503836,ACCESS_Q2,125924,50007,5,1,1,1
503837,ACCESS_Q4,123141,50080,5,1,1,1
503838,ACCESS_Q2,120348,50020,5,1,1,1
503839,ACCESS_Q1,131839,50069,5,1,1,1
503840,ACCESS_Q3,125935,50029,4,1,0,1
503841,ACCESS_Q2,116545,50073,5,1,1,1
503842,OTHER_Q1,117965,50023,5,1,1,1
503843,ACCESS_Q2,127189,50045,4,1,0,1
503844,ACCESS_Q3,136675,50072,4,1,0,1
503845,ACCESS_Q4,119438,50032,3,1,0,1
503846,ACCESS_Q2,134650,50065,5,1,1,1
503847,ACCESS_Q3,132751,50045,5,1,1,1
503848,ACCESS_Q2,136554,50038,5,1,1,1
503849,ACCESS_Q3,143783,50015,5,1,1,1
503850,ACCESS_Q2,142234,50051,5,1,1,1
503851,ACCESS_Q2,134060,50021,5,1,1,1
503852,ACCESS_Q1,115759,50072,4,1,0,1
503853,ACCESS_Q4,138490,50074,4,1,0,1
503854,ACCESS_Q4,140934,50029,5,1,1,1
503855,ACCESS_Q3,132328,50009,4,1,0,1
503856,ACCESS_Q2,138952,50056,5,1,1,1
503857,ACCESS_Q1,136366,50020,3,1,0,1
503858,ACCESS_Q4,143530,50045,4,1,0,1
503859,ACCESS_Q3,143061,50038,5,1,1,1
503860,ACCESS_Q1,124129,50075,5,1,1,1
503861,OTHER_Q1,130382,50018,5,1,1,1
503862,ACCESS_Q1,120594,50052,5,1,1,1
503863,ACCESS_Q1,139006,50037,5,1,1,1
503864,ACCESS_Q3,120310,50043,5,1,1,1
503865,ACCESS_Q2,121351,50057,2,1,0,1
503866,ACCESS_Q1,143306,50068,5,1,1,1
503867,ACCESS_Q3,138265,50078,5,1,1,1
503868,ACCESS_Q2,139476,50052,5,1,1,1
503869,ACCESS_Q2,137023,50070,5,1,1,1
503870,ACCESS_Q1,129358,50069,5,1,1,1
503871,ACCESS_Q1,114596,50025,3,1,0,1
503872,ACCESS_Q4,133452,50035,5,1,1,1
503873,ACCESS_Q2,116342,50035,5,1,1,1
503874,ACCESS_Q3,143270,50057,5,1,1,1
503875,ACCESS_Q3,123885,50046,5,1,1,1
503876,ACCESS_Q2,114566,50077,5,1,1,1
503877,ACCESS_Q2,121527,50028,5,1,1,1
503878,ACCESS_Q4,120177,50059,5,1,1,1
503879,ACCESS_Q2,137487,50056,5,1,1,1
503880,ACCESS_Q3,132480,50072,5,1,1,1
503881,ACCESS_Q2,127998,50036,5,1,1,1
503882,ACCESS_Q4,136956,50069,5,1,1,1
503883,OTHER_Q1,125867,50011,5,1,1,1
503884,ACCESS_Q4,126470,50032,5,1,1,1
503885,ACCESS_Q3,135014,50058,4,1,0,1
503886,ACCESS_Q2,115639,50013,5,1,1,1
503887,ACCESS_Q2,143643,50070,2,1,0,1
503888,ACCESS_Q4,131907,50009,4,1,0,1
503889,ACCESS_Q4,126491,50077,4,1,0,1
503890,OTHER_Q1,124855,50068,4,1,0,1
503891,ACCESS_Q1,117654,50007,5,1,1,1
503892,ACCESS_Q1,129183,50045,5,1,1,1
503893,ACCESS_Q1,127146,50036,4,1,0,1
503894,ACCESS_Q3,142170,50006,5,1,1,1
503895,ACCESS_Q3,131927,50078,5,1,1,1
503896,ACCESS_Q2,128363,50078,5,1,1,1
503897,ACCESS_Q3,127374,50040,5,1,1,1
503898,ACCESS_Q1,117143,50078,4,1,0,1
503899,ACCESS_Q1,137375,50033,5,1,1,1
503900,ACCESS_Q3,113638,50039,5,1,1,1
503901,ACCESS_Q2,125413,50018,5,1,1,1
503902,ACCESS_Q2,144581,50040,5,1,1,1
503903,ACCESS_Q4,126728,50022,4,1,0,1
503904,ACCESS_Q3,126930,50058,5,1,1,1
503905,ACCESS_Q3,117756,50045,5,1,1,1
503906,ACCESS_Q2,141739,50032,4,1,0,1
503907,ACCESS_Q2,143265,50056,4,1,0,1
503908,ACCESS_Q4,122541,50031,5,1,1,1
503909,ACCESS_Q1,138564,50079,5,1,1,1
503910,ACCESS_Q2,138493,50059,5,1,1,1
503911,ACCESS_Q2,135803,50073,4,1,0,1
503912,ACCESS_Q2,144657,50077,5,1,1,1
503913,ACCESS_Q2,118672,50077,5,1,1,1
503914,ACCESS_Q3,130015,50023,5,1,1,1
503915,ACCESS_Q4,131000,50069,4,1,0,1
503916,ACCESS_Q1,115733,50075,5,1,1,1
503917,ACCESS_Q3,140872,50029,2,1,0,1
503918,ACCESS_Q1,115860,50043,5,1,1,1
503919,ACCESS_Q1,124806,50017,5,1,1,1
503920,ACCESS_Q3,119061,50009,5,1,1,1
503921,OTHER_Q1,124277,50025,5,1,1,1
503922,ACCESS_Q4,132714,50026,5,1,1,1
503923,ACCESS_Q1,126825,50029,5,1,1,1
503924,ACCESS_Q3,123375,50039,5,1,1,1
503925,ACCESS_Q1,123289,50041,5,1,1,1
503926,ACCESS_Q1,144579,50010,5,1,1,1
503927,ACCESS_Q1,127177,50049,5,1,1,1
503928,ACCESS_Q1,144939,50052,5,1,1,1
503929,ACCESS_Q2,119780,50023,5,1,1,1
503930,ACCESS_Q1,120525,50039,5,1,1,1
503931,ACCESS_Q1,124989,50055,5,1,1,1
503932,ACCESS_Q1,144938,50079,5,1,1,1
503933,ACCESS_Q4,144804,50008,5,1,1,1
503934,ACCESS_Q1,132139,50003,5,1,1,1
503935,ACCESS_Q4,141257,50041,4,1,0,1
503936,ACCESS_Q3,128945,50078,5,1,1,1
503937,ACCESS_Q2,114787,50072,5,1,1,1
503938,ACCESS_Q4,130288,50019,5,1,1,1
503939,ACCESS_Q1,137938,50074,5,1,1,1
503940,ACCESS_Q4,141630,50066,3,1,0,1
503941,ACCESS_Q1,120829,50001,5,1,1,1
503942,ACCESS_Q3,132495,50007,5,1,1,1
503943,ACCESS_Q2,134257,50047,5,1,1,1
503944,ACCESS_Q1,121199,50016,5,1,1,1
503945,ACCESS_Q2,135366,50045,5,1,1,1
503946,ACCESS_Q2,143124,50042,5,1,1,1
503947,ACCESS_Q1,116119,50026,5,1,1,1
503948,ACCESS_Q1,130286,50056,3,1,0,1
503949,ACCESS_Q3,136269,50056,5,1,1,1
503950,ACCESS_Q3,127571,50003,4,1,0,1
503951,ACCESS_Q2,134360,50077,5,1,1,1
503952,ACCESS_Q4,124189,50037,5,1,1,1
503953,ACCESS_Q2,139649,50069,5,1,1,1
503954,ACCESS_Q1,137654,50014,5,1,1,1
503955,ACCESS_Q4,131967,50007,5,1,1,1
503956,ACCESS_Q1,123209,50069,5,1,1,1
503957,ACCESS_Q3,132664,50067,2,1,0,1
503958,ACCESS_Q4,135259,50040,5,1,1,1
503959,ACCESS_Q2,129801,50044,5,1,1,1
503960,ACCESS_Q2,140396,50063,3,1,0,1
503961,ACCESS_Q1,137134,50057,4,1,0,1
503962,ACCESS_Q2,132816,50045,5,1,1,1
503963,ACCESS_Q1,127495,50024,5,1,1,1
503964,ACCESS_Q1,119552,50016,5,1,1,1
503965,ACCESS_Q4,120858,50038,5,1,1,1
503966,ACCESS_Q4,142984,50017,5,1,1,1
503967,ACCESS_Q4,143456,50077,5,1,1,1
503968,OTHER_Q1,116557,50072,5,1,1,1
503969,ACCESS_Q2,120417,50006,5,1,1,1
503970,ACCESS_Q4,142239,50033,5,1,1,1
503971,ACCESS_Q1,130397,50007,4,1,0,1
503972,ACCESS_Q4,138477,50042,5,1,1,1
503973,ACCESS_Q3,132945,50074,5,1,1,1
503974,ACCESS_Q4,114445,50032,5,1,1,1
503975,ACCESS_Q4,135806,50055,3,1,0,1
503976,ACCESS_Q2,124409,50007,5,1,1,1
503977,ACCESS_Q1,139066,50080,5,1,1,1
503978,ACCESS_Q1,121245,50015,5,1,1,1
503979,ACCESS_Q2,120716,50077,4,1,0,1
503980,ACCESS_Q4,135390,50069,5,1,1,1
503981,ACCESS_Q4,135044,50036,4,1,0,1
503982,ACCESS_Q1,122084,50016,5,1,1,1
503983,ACCESS_Q2,136453,50039,5,1,1,1
503984,ACCESS_Q3,116291,50023,5,1,1,1
503985,OTHER_Q1,119229,50004,5,1,1,1
503986,ACCESS_Q3,127527,50010,5,1,1,1
503987,ACCESS_Q2,128895,50078,5,1,1,1
503988,ACCESS_Q2,120977,50030,5,1,1,1
503989,ACCESS_Q1,143145,50040,4,1,0,1
503990,ACCESS_Q3,133915,50040,4,1,0,1
503991,ACCESS_Q4,125537,50039,5,1,1,1
503992,ACCESS_Q4,128727,50040,4,1,0,1
503993,ACCESS_Q4,133212,50069,5,1,1,1
503994,ACCESS_Q4,118949,50008,5,1,1,1
503995,ACCESS_Q3,120536,50043,3,1,0,1
503996,ACCESS_Q3,125122,50039,5,1,1,1
503997,OTHER_Q1,114107,50052,5,1,1,1
503998,ACCESS_Q4,114147,50018,5,1,1,1
503999,ACCESS_Q4,127943,50027,3,1,0,1
504000,ACCESS_Q3,115904,50058,5,1,1,1
504001,ACCESS_Q3,118141,50060,5,1,1,1
504002,ACCESS_Q3,120635,50061,5,1,1,1
504003,ACCESS_Q2,125174,50014,5,1,1,1
504004,ACCESS_Q2,140849,50059,4,1,0,1
504005,ACCESS_Q1,133590,50037,5,1,1,1
504006,ACCESS_Q1,135500,50023,5,1,1,1
504007,ACCESS_Q2,137557,50007,4,1,0,1
504008,ACCESS_Q4,114613,50057,5,1,1,1
504009,ACCESS_Q3,128209,50071,5,1,1,1
504010,ACCESS_Q1,131077,50026,2,1,0,1
504011,ACCESS_Q3,134080,50068,5,1,1,1
504012,ACCESS_Q3,139194,50080,5,1,1,1
504013,ACCESS_Q1,116313,50014,5,1,1,1
504014,ACCESS_Q1,121139,50005,5,1,1,1
504015,OTHER_Q1,125211,50054,1,1,0,1
504016,ACCESS_Q2,136899,50022,5,1,1,1
504017,OTHER_Q1,140363,50013,5,1,1,1
504018,ACCESS_Q3,119912,50069,4,1,0,1
504019,ACCESS_Q1,116597,50040,5,1,1,1
504020,ACCESS_Q3,141278,50009,5,1,1,1
504021,ACCESS_Q2,144225,50071,5,1,1,1
504022,ACCESS_Q4,144608,50007,5,1,1,1
504023,ACCESS_Q3,129155,50009,5,1,1,1
504024,ACCESS_Q4,126156,50069,5,1,1,1
504025,ACCESS_Q2,121189,50026,3,1,0,1
504026,ACCESS_Q3,135638,50008,5,1,1,1
504027,ACCESS_Q1,139156,50018,5,1,1,1
504028,ACCESS_Q1,124108,50010,4,1,0,1
504029,ACCESS_Q2,135498,50080,2,1,0,1
504030,ACCESS_Q1,133994,50040,2,1,0,1
504031,ACCESS_Q3,131059,50063,5,1,1,1
504032,OTHER_Q1,134754,50045,4,1,0,1
504033,ACCESS_Q3,137719,50022,5,1,1,1
504034,ACCESS_Q1,115289,50058,5,1,1,1
504035,ACCESS_Q3,114929,50025,5,1,1,1
504036,ACCESS_Q4,115131,50077,5,1,1,1
504037,ACCESS_Q2,115535,50066,3,1,0,1
504038,ACCESS_Q2,144436,50039,4,1,0,1
504039,ACCESS_Q1,140176,50001,5,1,1,1
504040,ACCESS_Q1,122444,50068,5,1,1,1
504041,OTHER_Q1,134101,50066,5,1,1,1
504042,ACCESS_Q2,130160,50069,5,1,1,1
504043,ACCESS_Q4,122010,50028,5,1,1,1
504044,ACCESS_Q3,123758,50033,5,1,1,1
504045,ACCESS_Q4,136664,50069,5,1,1,1
504046,ACCESS_Q3,124598,50021,2,1,0,1
504047,ACCESS_Q2,140825,50036,5,1,1,1
504048,ACCESS_Q1,117870,50063,4,1,0,1
504049,ACCESS_Q4,140521,50013,5,1,1,1
504050,ACCESS_Q2,143607,50043,4,1,0,1
504051,ACCESS_Q2,138223,50068,5,1,1,1
504052,ACCESS_Q2,141651,50007,5,1,1,1
504053,ACCESS_Q2,137178,50056,5,1,1,1
504054,ACCESS_Q1,114035,50020,5,1,1,1
504055,OTHER_Q1,129042,50066,1,1,0,1
504056,ACCESS_Q1,125745,50078,5,1,1,1
504057,ACCESS_Q1,130654,50003,5,1,1,1
504058,ACCESS_Q4,123593,50074,4,1,0,1
504059,ACCESS_Q1,125755,50022,5,1,1,1
504060,ACCESS_Q3,144135,50036,5,1,1,1
504061,OTHER_Q1,114647,50045,5,1,1,1
504062,ACCESS_Q4,144936,50017,5,1,1,1
504063,ACCESS_Q2,130305,50058,4,1,0,0
504064,ACCESS_Q3,137934,50077,5,1,1,1
504065,OTHER_Q1,144096,50074,4,1,0,1
504066,ACCESS_Q1,135959,50058,5,1,1,1
504067,OTHER_Q1,133380,50069,4,1,0,1
504068,ACCESS_Q4,127681,50001,5,1,1,1
504069,ACCESS_Q4,140481,50006,5,1,1,1
504070,ACCESS_Q2,132894,50036,5,1,1,1
504071,ACCESS_Q3,124970,50011,5,1,1,1
504072,ACCESS_Q3,130093,50002,4,1,0,1
504073,ACCESS_Q1,127543,50077,5,1,1,1
504074,ACCESS_Q1,127275,50004,3,1,0,1
504075,ACCESS_Q3,123352,50036,5,1,1,1
504076,ACCESS_Q3,114583,50043,5,1,1,1
504077,ACCESS_Q1,126769,50069,5,1,1,1
504078,ACCESS_Q2,140403,50030,4,1,0,1
504079,ACCESS_Q1,123183,50036,5,1,1,1
504080,ACCESS_Q3,118085,50008,5,1,1,1
504081,OTHER_Q1,117354,50019,4,1,0,1
504082,ACCESS_Q2,136689,50016,4,1,0,1
504083,ACCESS_Q4,134221,50009,4,1,0,1
504084,ACCESS_Q3,139823,50032,5,1,1,1
504085,ACCESS_Q3,138771,50067,2,1,0,1
504086,ACCESS_Q1,144118,50019,5,1,1,1
504087,ACCESS_Q4,139562,50036,1,1,0,1
504088,ACCESS_Q4,140280,50039,4,1,0,1
504089,ACCESS_Q4,132105,50056,5,1,1,1
504090,ACCESS_Q4,124791,50062,4,1,0,1
504091,ACCESS_Q1,126334,50066,5,1,1,1
504092,ACCESS_Q2,120456,50054,5,1,1,1
504093,ACCESS_Q4,127236,50011,5,1,1,1
504094,OTHER_Q1,143015,50001,3,1,0,1
504095,ACCESS_Q2,119439,50001,5,1,1,1
504096,ACCESS_Q3,115104,50036,5,1,1,1
504097,OTHER_Q1,121102,50028,4,1,0,1
504098,ACCESS_Q2,132716,50006,5,1,1,1
504099,ACCESS_Q1,125445,50010,3,1,0,1
504100,ACCESS_Q1,123093,50051,5,1,1,1
504101,ACCESS_Q3,130027,50040,5,1,1,1
504102,ACCESS_Q4,120422,50047,3,1,0,1
504103,ACCESS_Q3,120986,50026,5,1,1,1
504104,ACCESS_Q1,137153,50018,5,1,1,1
504105,ACCESS_Q1,132064,50069,5,1,1,1
504106,ACCESS_Q4,125107,50066,5,1,1,1
504107,ACCESS_Q3,121956,50054,4,1,0,1
504108,ACCESS_Q4,123128,50069,4,1,0,1
504109,ACCESS_Q1,126582,50065,5,1,1,1
504110,OTHER_Q1,139305,50080,5,1,1,1
