month_end_date,department_id,provider_id,visit_type_id,visit_type_name,new_visit_flag,metric_label,scheduling_workflow,online_scheduled_count,online_enabled_count,online_scheduling_start_date
2024-10-31,102,PROV_0010,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,3,41,2023-01-01
2024-10-31,107,PROV_0011,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,41,2023-01-01
2024-10-31,112,PROV_0012,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,7,82,2023-01-01
2024-10-31,109,PROV_0013,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,108,2023-01-01
2024-10-31,110,PROV_0014,VT_NEW,New Patient,1,Appt_Sched_PF,Open,8,87,2023-01-01
2024-10-31,109,PROV_0015,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,108,2023-01-01
2024-10-31,110,PROV_0016,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,82,2023-01-01
2024-10-31,107,PROV_0017,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,10,89,2023-01-01
2024-10-31,102,PROV_0018,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,2,45,2023-01-01
2024-10-31,111,PROV_0019,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,4,58,2023-01-01
2024-10-31,106,PROV_0020,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,4,40,2023-01-01
2024-10-31,107,PROV_0021,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,59,2023-01-01
2024-10-31,105,PROV_0022,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,5,48,2023-01-01
2024-10-31,103,PROV_0023,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,99,2023-01-01
2024-10-31,112,PROV_0024,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,54,2023-01-01
2024-10-31,110,PROV_0025,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,42,2023-01-01
2024-10-31,108,PROV_0026,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,7,111,2023-01-01
2024-10-31,105,PROV_0027,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,7,66,2023-01-01
2024-10-31,110,PROV_0028,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,59,2023-01-01
2024-10-31,107,PROV_0029,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,9,78,2023-01-01
2024-10-31,106,PROV_0030,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,87,2023-01-01
2024-10-31,106,PROV_0031,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,56,2023-01-01
2024-10-31,103,PROV_0032,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,6,63,2023-01-01
2024-10-31,102,PROV_0033,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,67,2023-01-01
2024-10-31,107,PROV_0034,VT_NEW,New Patient,1,Appt_Sched_PF,Open,5,49,2023-01-01
2024-10-31,111,PROV_0035,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,60,2023-01-01
2024-10-31,101,PROV_0036,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,14,119,2023-01-01
2024-10-31,111,PROV_0037,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,61,2023-01-01
2024-10-31,110,PROV_0038,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,10,105,2023-01-01
2024-10-31,104,PROV_0039,VT_NEW,New Patient,1,Appt_Sched_PF,Open,8,106,2023-01-01
2024-10-31,108,PROV_0040,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,11,111,2023-01-01
2024-10-31,102,PROV_0041,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,14,122,2023-01-01
2024-10-31,110,PROV_0042,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,12,124,2023-01-01
2024-10-31,109,PROV_0043,VT_NEW,New Patient,1,Appt_Sched_PF,Open,9,74,2023-01-01
2024-10-31,105,PROV_0044,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,3,36,2023-01-01
2024-10-31,101,PROV_0045,VT_NEW,New Patient,1,Appt_Sched_PF,Open,11,119,2023-01-01
2024-10-31,112,PROV_0046,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,4,58,2023-01-01
2024-10-31,106,PROV_0047,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,7,74,2023-01-01
2024-10-31,111,PROV_0048,VT_NEW,New Patient,1,Appt_Sched_PF,Open,12,88,2023-01-01
2024-10-31,109,PROV_0049,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,12,117,2023-01-01
2024-10-31,110,PROV_0050,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,49,2023-01-01
2024-10-31,110,PROV_0051,VT_NEW,New Patient,1,Appt_Sched_PF,Open,5,51,2023-01-01
2024-10-31,103,PROV_0052,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,4,59,2023-01-01
2024-10-31,105,PROV_0053,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,108,2023-01-01
2024-10-31,106,PROV_0054,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,107,2023-01-01
2024-10-31,106,PROV_0055,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,9,85,2023-01-01
2024-10-31,101,PROV_0056,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,115,2023-01-01
2024-10-31,107,PROV_0057,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,82,2023-01-01
2024-10-31,109,PROV_0059,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,12,104,2023-01-01
2024-10-31,109,PROV_0060,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,8,93,2023-01-01
2024-10-31,112,PROV_0061,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,6,78,2023-01-01
2024-10-31,109,PROV_0062,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,5,39,2023-01-01
2024-10-31,105,PROV_0063,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,57,2023-01-01
2024-10-31,112,PROV_0064,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,59,2023-01-01
2024-10-31,105,PROV_0065,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,122,2023-01-01
2024-10-31,104,PROV_0066,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,6,87,2023-01-01
2024-10-31,111,PROV_0067,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,9,99,2023-01-01
2024-10-31,105,PROV_0068,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,4,73,2023-01-01
2024-10-31,101,PROV_0069,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,3,42,2023-01-01
2024-10-31,106,PROV_0070,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,9,119,2023-01-01
2024-10-31,110,PROV_0071,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,67,2023-01-01
2024-10-31,103,PROV_0072,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,35,2023-01-01
2024-10-31,106,PROV_0073,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,78,2023-01-01
2024-10-31,102,PROV_0074,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,70,2023-01-01
2024-10-31,109,PROV_0075,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,89,2023-01-01
2024-10-31,106,PROV_0076,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,65,2023-01-01
2024-10-31,104,PROV_0077,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,9,123,2023-01-01
2024-10-31,103,PROV_0078,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,11,107,2023-01-01
2024-10-31,107,PROV_0079,VT_NEW,New Patient,1,Appt_Sched_PF,Open,11,111,2023-01-01
2024-10-31,109,PROV_0080,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,92,2023-01-01
2024-11-30,102,PROV_0001,VT_NEW,New Patient,1,Appt_Sched_PF,Open,5,46,2023-01-01
2024-11-30,110,PROV_0002,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,10,101,2023-01-01
2024-11-30,108,PROV_0003,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,10,106,2023-01-01
2024-11-30,106,PROV_0004,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,7,86,2023-01-01
2024-11-30,106,PROV_0005,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,14,123,2023-01-01
2024-11-30,111,PROV_0006,VT_NEW,New Patient,1,Appt_Sched_PF,Open,10,106,2023-01-01
2024-11-30,102,PROV_0007,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,75,2023-01-01
2024-11-30,109,PROV_0008,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,8,82,2023-01-01
2024-11-30,103,PROV_0009,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,112,2023-01-01
2024-11-30,102,PROV_0010,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,11,101,2023-01-01
2024-11-30,107,PROV_0011,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,6,71,2023-01-01
2024-11-30,112,PROV_0012,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,101,2023-01-01
2024-11-30,109,PROV_0013,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,56,2023-01-01
2024-11-30,110,PROV_0014,VT_NEW,New Patient,1,Appt_Sched_PF,Open,8,112,2023-01-01
2024-11-30,109,PROV_0015,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,5,49,2023-01-01
2024-11-30,110,PROV_0016,VT_NEW,New Patient,1,Appt_Sched_PF,Open,9,91,2023-01-01
2024-11-30,107,PROV_0017,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,46,2023-01-01
2024-11-30,102,PROV_0018,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,117,2023-01-01
2024-11-30,111,PROV_0019,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,12,110,2023-01-01
2024-11-30,106,PROV_0020,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,11,82,2023-01-01
2024-11-30,107,PROV_0021,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,4,63,2023-01-01
2024-11-30,105,PROV_0022,VT_NEW,New Patient,1,Appt_Sched_PF,Open,3,37,2023-01-01
2024-11-30,103,PROV_0023,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,63,2023-01-01
2024-11-30,112,PROV_0024,VT_NEW,New Patient,1,Appt_Sched_PF,Open,5,45,2023-01-01
2024-11-30,110,PROV_0025,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,7,102,2023-01-01
2024-11-30,108,PROV_0026,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,93,2023-01-01
2024-11-30,105,PROV_0027,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,107,2023-01-01
2024-11-30,110,PROV_0028,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,90,2023-01-01
2024-11-30,107,PROV_0029,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,99,2023-01-01
2024-11-30,106,PROV_0030,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,7,92,2023-01-01
2024-11-30,106,PROV_0031,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,12,118,2023-01-01
2024-11-30,103,PROV_0032,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,4,56,2023-01-01
2024-11-30,102,PROV_0033,VT_NEW,New Patient,1,Appt_Sched_PF,Open,7,104,2023-01-01
2024-11-30,107,PROV_0034,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,4,67,2023-01-01
2024-11-30,111,PROV_0035,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,52,2023-01-01
2024-11-30,101,PROV_0036,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,76,2023-01-01
2024-11-30,111,PROV_0037,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,89,2023-01-01
2024-11-30,110,PROV_0038,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,3,42,2023-01-01
2024-11-30,104,PROV_0039,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,11,98,2023-01-01
2024-11-30,108,PROV_0040,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,71,2023-01-01
2024-11-30,102,PROV_0041,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,115,2023-01-01
2024-11-30,110,PROV_0042,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,51,2023-01-01
2024-11-30,109,PROV_0043,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,105,2023-01-01
2024-11-30,105,PROV_0044,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,109,2023-01-01
2024-11-30,101,PROV_0045,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,51,2023-01-01
2024-11-30,112,PROV_0046,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,2,35,2023-01-01
2024-11-30,106,PROV_0047,VT_NEW,New Patient,1,Appt_Sched_PF,Open,9,109,2023-01-01
2024-11-30,111,PROV_0048,VT_NEW,New Patient,1,Appt_Sched_PF,Open,11,102,2023-01-01
2024-11-30,109,PROV_0049,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,61,2023-01-01
2024-11-30,110,PROV_0050,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,5,54,2023-01-01
2024-11-30,110,PROV_0051,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,4,40,2023-01-01
2024-11-30,103,PROV_0052,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,83,2023-01-01
2024-11-30,105,PROV_0053,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,96,2023-01-01
2024-11-30,106,PROV_0054,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,77,2023-01-01
2024-11-30,106,PROV_0055,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,9,107,2023-01-01
2024-11-30,101,PROV_0056,VT_NEW,New Patient,1,Appt_Sched_PF,Open,11,110,2023-01-01
2024-11-30,107,PROV_0057,VT_NEW,New Patient,1,Appt_Sched_PF,Open,7,53,2023-01-01
2024-11-30,109,PROV_0059,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,103,2023-01-01
2024-11-30,109,PROV_0060,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,9,118,2023-01-01
2024-11-30,112,PROV_0061,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,96,2023-01-01
2024-11-30,109,PROV_0062,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,48,2023-01-01
2024-11-30,105,PROV_0063,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,81,2023-01-01
2024-11-30,112,PROV_0064,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,36,2023-01-01
2024-11-30,105,PROV_0065,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,111,2023-01-01
2024-11-30,104,PROV_0066,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,11,101,2023-01-01
2024-11-30,111,PROV_0067,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,6,48,2023-01-01
2024-11-30,105,PROV_0068,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,12,119,2023-01-01
2024-11-30,101,PROV_0069,VT_NEW,New Patient,1,Appt_Sched_PF,Open,5,50,2023-01-01
2024-11-30,106,PROV_0070,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,105,2023-01-01
2024-11-30,110,PROV_0071,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,119,2023-01-01
2024-11-30,103,PROV_0072,VT_NEW,New Patient,1,Appt_Sched_PF,Open,10,87,2023-01-01
2024-11-30,106,PROV_0073,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,116,2023-01-01
2024-11-30,102,PROV_0074,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,39,2023-01-01
2024-11-30,109,PROV_0075,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,97,2023-01-01
2024-11-30,106,PROV_0076,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,100,2023-01-01
2024-11-30,104,PROV_0077,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,12,114,2023-01-01
2024-11-30,103,PROV_0078,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,7,81,2023-01-01
2024-11-30,107,PROV_0079,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,2,38,2023-01-01
2024-11-30,109,PROV_0080,VT_NEW,New Patient,1,Appt_Sched_PF,Open,8,75,2023-01-01
2024-12-31,102,PROV_0001,VT_NEW,New Patient,1,Appt_Sched_PF,Open,14,109,2023-01-01
2024-12-31,110,PROV_0002,VT_NEW,New Patient,1,Appt_Sched_PF,Open,9,95,2023-01-01
2024-12-31,108,PROV_0003,VT_NEW,New Patient,1,Appt_Sched_PF,Open,9,124,2023-01-01
2024-12-31,106,PROV_0004,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,11,124,2023-01-01
2024-12-31,106,PROV_0005,VT_NEW,New Patient,1,Appt_Sched_PF,Open,10,97,2023-01-01
2024-12-31,111,PROV_0006,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,11,118,2023-01-01
2024-12-31,102,PROV_0007,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,88,2023-01-01
2024-12-31,109,PROV_0008,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,3,45,2023-01-01
2024-12-31,103,PROV_0009,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,5,39,2023-01-01
2024-12-31,102,PROV_0010,VT_NEW,New Patient,1,Appt_Sched_PF,Open,8,124,2023-01-01
2024-12-31,107,PROV_0011,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,79,2023-01-01
2024-12-31,112,PROV_0012,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,105,2023-01-01
2024-12-31,109,PROV_0013,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,4,36,2023-01-01
2024-12-31,110,PROV_0014,VT_NEW,New Patient,1,Appt_Sched_PF,Open,4,53,2023-01-01
2024-12-31,109,PROV_0015,VT_NEW,New Patient,1,Appt_Sched_PF,Open,13,110,2023-01-01
2024-12-31,110,PROV_0016,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,47,2023-01-01
2024-12-31,107,PROV_0017,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,67,2023-01-01
2024-12-31,102,PROV_0018,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,46,2023-01-01
2024-12-31,111,PROV_0019,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,7,100,2023-01-01
2024-12-31,106,PROV_0020,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,118,2023-01-01
2024-12-31,107,PROV_0021,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,11,95,2023-01-01
2024-12-31,105,PROV_0022,VT_NEW,New Patient,1,Appt_Sched_PF,Open,9,84,2023-01-01
2024-12-31,103,PROV_0023,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,35,2023-01-01
2024-12-31,112,PROV_0024,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,49,2023-01-01
2024-12-31,110,PROV_0025,VT_NEW,New Patient,1,Appt_Sched_PF,Open,5,47,2023-01-01
2024-12-31,108,PROV_0026,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,74,2023-01-01
2024-12-31,105,PROV_0027,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,7,91,2023-01-01
2024-12-31,110,PROV_0028,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,13,122,2023-01-01
2024-12-31,107,PROV_0029,VT_NEW,New Patient,1,Appt_Sched_PF,Open,4,46,2023-01-01
2024-12-31,106,PROV_0030,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,9,116,2023-01-01
2024-12-31,106,PROV_0031,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,11,112,2023-01-01
2024-12-31,103,PROV_0032,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,10,84,2023-01-01
2024-12-31,102,PROV_0033,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,84,2023-01-01
2024-12-31,107,PROV_0034,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,59,2023-01-01
2024-12-31,111,PROV_0035,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,6,74,2023-01-01
2024-12-31,101,PROV_0036,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,91,2023-01-01
2024-12-31,111,PROV_0037,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,14,124,2023-01-01
2024-12-31,110,PROV_0038,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,12,115,2023-01-01
2024-12-31,104,PROV_0039,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,87,2023-01-01
2024-12-31,108,PROV_0040,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,74,2023-01-01
2024-12-31,102,PROV_0041,VT_NEW,New Patient,1,Appt_Sched_PF,Open,8,88,2023-01-01
2024-12-31,110,PROV_0042,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,67,2023-01-01
2024-12-31,109,PROV_0043,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,88,2023-01-01
2024-12-31,105,PROV_0044,VT_NEW,New Patient,1,Appt_Sched_PF,Open,5,51,2023-01-01
2024-12-31,101,PROV_0045,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,2,35,2023-01-01
2024-12-31,112,PROV_0046,VT_NEW,New Patient,1,Appt_Sched_PF,Open,5,55,2023-01-01
2024-12-31,106,PROV_0047,VT_NEW,New Patient,1,Appt_Sched_PF,Open,11,122,2023-01-01
2024-12-31,111,PROV_0048,VT_NEW,New Patient,1,Appt_Sched_PF,Open,9,95,2023-01-01
2024-12-31,109,PROV_0049,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,4,41,2023-01-01
2024-12-31,110,PROV_0050,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,59,2023-01-01
2024-12-31,110,PROV_0051,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,6,53,2023-01-01
2024-12-31,103,PROV_0052,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,80,2023-01-01
2024-12-31,105,PROV_0053,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,9,81,2023-01-01
2024-12-31,106,PROV_0054,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,73,2023-01-01
2024-12-31,106,PROV_0055,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,77,2023-01-01
2024-12-31,101,PROV_0056,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,59,2023-01-01
2024-12-31,107,PROV_0057,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,4,43,2023-01-01
2024-12-31,109,PROV_0059,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,11,110,2023-01-01
2024-12-31,109,PROV_0060,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,5,52,2023-01-01
2024-12-31,112,PROV_0061,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,80,2023-01-01
2024-12-31,109,PROV_0062,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,87,2023-01-01
2024-12-31,105,PROV_0063,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,15,123,2023-01-01
2024-12-31,112,PROV_0064,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,82,2023-01-01
2024-12-31,105,PROV_0065,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,78,2023-01-01
2024-12-31,104,PROV_0066,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,5,49,2023-01-01
2024-12-31,111,PROV_0067,VT_NEW,New Patient,1,Appt_Sched_PF,Open,7,58,2023-01-01
2024-12-31,105,PROV_0068,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,93,2023-01-01
2024-12-31,101,PROV_0069,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,4,46,2023-01-01
2024-12-31,106,PROV_0070,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,12,122,2023-01-01
2024-12-31,110,PROV_0071,VT_NEW,New Patient,1,Appt_Sched_PF,Open,12,107,2023-01-01
2024-12-31,103,PROV_0072,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,10,99,2023-01-01
2024-12-31,106,PROV_0073,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,14,121,2023-01-01
2024-12-31,102,PROV_0074,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,14,113,2023-01-01
2024-12-31,109,PROV_0075,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,76,2023-01-01
2024-12-31,106,PROV_0076,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,9,65,2023-01-01
2024-12-31,104,PROV_0077,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,6,54,2023-01-01
2024-12-31,103,PROV_0078,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,121,2023-01-01
2024-12-31,107,PROV_0079,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,121,2023-01-01
2024-12-31,109,PROV_0080,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,59,2023-01-01
2025-01-31,102,PROV_0001,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,71,2023-01-01
2025-01-31,110,PROV_0002,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,71,2023-01-01
2025-01-31,108,PROV_0003,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,15,113,2023-01-01
2025-01-31,106,PROV_0004,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,7,75,2023-01-01
2025-01-31,106,PROV_0005,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,53,2023-01-01
2025-01-31,111,PROV_0006,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,3,37,2023-01-01
2025-01-31,102,PROV_0007,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,83,2023-01-01
2025-01-31,109,PROV_0008,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,4,41,2023-01-01
2025-01-31,103,PROV_0009,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,54,2023-01-01
2025-01-31,102,PROV_0010,VT_NEW,New Patient,1,Appt_Sched_PF,Open,8,61,2023-01-01
2025-01-31,107,PROV_0011,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,11,123,2023-01-01
2025-01-31,112,PROV_0012,VT_NEW,New Patient,1,Appt_Sched_PF,Open,11,103,2023-01-01
2025-01-31,109,PROV_0013,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,91,2023-01-01
2025-01-31,110,PROV_0014,VT_NEW,New Patient,1,Appt_Sched_PF,Open,12,89,2023-01-01
2025-01-31,109,PROV_0015,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,13,123,2023-01-01
2025-01-31,110,PROV_0016,VT_NEW,New Patient,1,Appt_Sched_PF,Open,13,111,2023-01-01
2025-01-31,107,PROV_0017,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,37,2023-01-01
2025-01-31,102,PROV_0018,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,45,2023-01-01
2025-01-31,111,PROV_0019,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,72,2023-01-01
